Pair ID,Explanation
pair_50,"'C' is more expensive plan than and is shorter plan than and is slower plan than 'Q'. 'C' has expected makespan 'C makespan'; while 'Q' has expected makespan 'Q makespan'. 'C' has number of tasks 'C number of tasks'; while 'Q' has number of tasks 'Q number of tasks'. 'C' has cost 'C cost'; while 'Q' has cost 'Q cost'. 'C' is shorter plan than 'T'. 'Q' is worse plan than 'T'. 'T' is shorter plan than 'Q'. 
"
pair_51,"'C' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'R'. 'C' is worse plan than 'A' and 'D' and 'F' and 'G' and 'I' and 'K' and 'L' and 'N' and 'S'. 'C' is more expensive plan than 'B' and 'D' and 'G' and 'I' and 'K' and 'N' and 'Q' and 'S'. 'C' is slower plan than 'A' and 'D' and 'G' and 'K' and 'N' and 'Q' and 'S'. 'C' is longer plan than 'D' and 'F' and 'G' and 'I' and 'L' and 'N' and 'S'. 'C' has expected makespan 'C makespan'; while 'R' has expected makespan 'R makespan'. 'C' has number of tasks 'C number of tasks'; while 'R' has number of tasks 'R number of tasks'. 'C' has cost 'C cost'; while 'R' has cost 'R cost'. 'B' is more expensive plan than 'R', and 'D' is more expensive plan than 'R', and 'G' is more expensive plan than 'R', and 'I' is more expensive plan than 'R', and 'K' is more expensive plan than 'R', and 'N' is more expensive plan than 'R', and 'Q' is more expensive plan than 'R', and 'S' is more expensive plan than 'R'. 'A' is slower plan than 'R', and 'D' is slower plan than 'R', and 'G' is slower plan than 'R', and 'K' is slower plan than 'R', and 'N' is slower plan than 'R', and 'Q' is slower plan than 'R', and 'S' is slower plan than 'R'. 'D' is longer plan than 'R', and 'F' is longer plan than 'R', and 'G' is longer plan than 'R', and 'I' is longer plan than 'R', and 'L' is longer plan than 'R', and 'N' is longer plan than 'R', and 'S' is longer plan than 'R'. 'D' is worse plan than 'R', and 'G' is worse plan than 'R', and 'N' is worse plan than 'R', and 'Q' is worse plan than 'R', and 'S' is worse plan than 'R'. 
"
pair_52,"'C' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'S'. 'C' is worse plan than 'D' and 'F' and 'G' and 'K' and 'L' and 'N'. 'C' is longer plan than 'D' and 'F' and 'G' and 'L' and 'N'. 'C' is more expensive plan than 'G' and 'K' and 'Q'. 'C' is slower plan than 'G' and 'K' and 'Q'. 'C' has expected makespan 'C makespan'; while 'S' has expected makespan 'S makespan'. 'C' has number of tasks 'C number of tasks'; while 'S' has number of tasks 'S number of tasks'. 'C' has cost 'C cost'; while 'S' has cost 'S cost'. 'S' is plan with same number of tasks as 'D'. 'F' is longer plan than 'S', and 'G' is longer plan than 'S', and 'L' is longer plan than 'S', and 'N' is longer plan than 'S'. 'G' is more expensive plan than 'S', and 'K' is more expensive plan than 'S', and 'Q' is more expensive plan than 'S'. 'G' is slower plan than 'S', and 'K' is slower plan than 'S', and 'Q' is slower plan than 'S'. 'G' is worse plan than 'S', and 'Q' is worse plan than 'S'. 
"
pair_53,"'C' is more expensive plan than and is shorter plan than and is slower plan than 'T'. 'C' is slower plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'Q' and 'R' and 'S'. 'C' is worse plan than 'A' and 'D' and 'G' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S'. 'C' is more expensive plan than 'B' and 'D' and 'G' and 'I' and 'K' and 'N' and 'Q' and 'R' and 'S'. 'C' has expected makespan 'C makespan'; while 'T' has expected makespan 'T makespan'. 'C' has number of tasks 'C number of tasks'; while 'T' has number of tasks 'T number of tasks'. 'C' has cost 'C cost'; while 'T' has cost 'T cost'. 'A' is slower plan than 'T', and 'D' is slower plan than 'T', and 'G' is slower plan than 'T', and 'H' is slower plan than 'T', and 'I' is slower plan than 'T', and 'K' is slower plan than 'T', and 'L' is slower plan than 'T', and 'N' is slower plan than 'T', and 'Q' is slower plan than 'T', and 'R' is slower plan than 'T', and 'S' is slower plan than 'T'. 'B' is more expensive plan than 'T', and 'D' is more expensive plan than 'T', and 'G' is more expensive plan than 'T', and 'I' is more expensive plan than 'T', and 'K' is more expensive plan than 'T', and 'N' is more expensive plan than 'T', and 'Q' is more expensive plan than 'T', and 'R' is more expensive plan than 'T', and 'S' is more expensive plan than 'T'. 'Q' is worse plan than 'T'. 
"
pair_54,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'E'. 'D' is more expensive plan than 'A' and 'B' and 'F' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is slower plan than 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'R' and 'T'. 'D' is longer plan than 'A' and 'H' and 'I' and 'K' and 'P' and 'R'. 'D' is worse plan than 'H' and 'I' and 'O' and 'P' and 'R'. 'D' has expected makespan 'D makespan'; while 'E' has expected makespan 'E makespan'. 'D' has number of tasks 'D number of tasks'; while 'E' has number of tasks 'E number of tasks'. 'D' has cost 'D cost'; while 'E' has cost 'E cost'. 'D' is plan with same number of tasks as 'S'. 'A' is more expensive plan than 'E', and 'B' is more expensive plan than 'E', and 'F' is more expensive plan than 'E', and 'H' is more expensive plan than 'E', and 'I' is more expensive plan than 'E', and 'J' is more expensive plan than 'E', and 'L' is more expensive plan than 'E', and 'N' is more expensive plan than 'E', and 'O' is more expensive plan than 'E', and 'P' is more expensive plan than 'E', and 'R' is more expensive plan than 'E', and 'T' is more expensive plan than 'E'. 'A' is worse plan than 'E', and 'B' is worse plan than 'E', and 'H' is worse plan than 'E', and 'I' is worse plan than 'E', and 'J' is worse plan than 'E', and 'K' is worse plan than 'E', and 'L' is worse plan than 'E', and 'N' is worse plan than 'E', and 'R' is worse plan than 'E', and 'S' is worse plan than 'E', and 'T' is worse plan than 'E'. 'B' is slower plan than 'E', and 'H' is slower plan than 'E', and 'I' is slower plan than 'E', and 'J' is slower plan than 'E', and 'L' is slower plan than 'E', and 'N' is slower plan than 'E', and 'O' is slower plan than 'E', and 'R' is slower plan than 'E', and 'T' is slower plan than 'E'. 'A' is longer plan than 'E', and 'H' is longer plan than 'E', and 'I' is longer plan than 'E', and 'K' is longer plan than 'E', and 'P' is longer plan than 'E', and 'R' is longer plan than 'E', and 'S' is longer plan than 'E'. 
"
pair_55,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'F'. 'D' is more expensive plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is slower plan than 'B' and 'E' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'D' is worse plan than 'E' and 'H' and 'I' and 'O' and 'P' and 'R'. 'D' has expected makespan 'D makespan'; while 'F' has expected makespan 'F makespan'. 'D' has number of tasks 'D number of tasks'; while 'F' has number of tasks 'F number of tasks'. 'D' has cost 'D cost'; while 'F' has cost 'F cost'. 'D' is shorter plan than 'L'. 'D' is plan with same number of tasks as 'S'. 'A' is more expensive plan than 'F', and 'B' is more expensive plan than 'F', and 'H' is more expensive plan than 'F', and 'I' is more expensive plan than 'F', and 'J' is more expensive plan than 'F', and 'L' is more expensive plan than 'F', and 'N' is more expensive plan than 'F', and 'O' is more expensive plan than 'F', and 'P' is more expensive plan than 'F', and 'R' is more expensive plan than 'F', and 'T' is more expensive plan than 'F'. 'B' is slower plan than 'F', and 'E' is slower plan than 'F', and 'H' is slower plan than 'F', and 'I' is slower plan than 'F', and 'J' is slower plan than 'F', and 'L' is slower plan than 'F', and 'N' is slower plan than 'F', and 'O' is slower plan than 'F', and 'P' is slower plan than 'F', and 'R' is slower plan than 'F', and 'T' is slower plan than 'F'. 'B' is worse plan than 'F', and 'J' is worse plan than 'F', and 'N' is worse plan than 'F', and 'T' is worse plan than 'F'. 'L' is shorter plan than 'F', and 'S' is shorter plan than 'F'. 
"
pair_56,"'D' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'G'. 'D' is faster plan than 'A' and 'K' and 'S'. 'D' is shorter plan than 'F' and 'L' and 'N'. 'D' has expected makespan 'D makespan'; while 'G' has expected makespan 'G makespan'. 'D' has number of tasks 'D number of tasks'; while 'G' has number of tasks 'G number of tasks'. 'D' has cost 'D cost'; while 'G' has cost 'G cost'. 'D' is cheaper plan than 'K' and 'S'. 'D' is plan with same number of tasks as 'S'. 'A' is better plan than 'G', and 'F' is better plan than 'G', and 'K' is better plan than 'G', and 'L' is better plan than 'G', and 'N' is better plan than 'G', and 'S' is better plan than 'G'. 'F' is shorter plan than 'G', and 'L' is shorter plan than 'G', and 'N' is shorter plan than 'G', and 'S' is shorter plan than 'G'. 'A' is faster plan than 'G', and 'K' is faster plan than 'G', and 'S' is faster plan than 'G'. 'K' is cheaper plan than 'G', and 'S' is cheaper plan than 'G'. 
"
pair_57,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'H'. 'D' is more expensive plan than 'B' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is longer plan than 'I' and 'K' and 'P' and 'R'. 'D' is slower plan than 'I' and 'N' and 'R'. 'D' is worse plan than 'I' and 'P' and 'R'. 'D' has expected makespan 'D makespan'; while 'H' has expected makespan 'H makespan'. 'D' has number of tasks 'D number of tasks'; while 'H' has number of tasks 'H number of tasks'. 'D' has cost 'D cost'; while 'H' has cost 'H cost'. 'D' is plan with same number of tasks as 'S'. 'B' is more expensive plan than 'H', and 'I' is more expensive plan than 'H', and 'L' is more expensive plan than 'H', and 'N' is more expensive plan than 'H', and 'R' is more expensive plan than 'H', and 'T' is more expensive plan than 'H'. 'I' is longer plan than 'H', and 'K' is longer plan than 'H', and 'P' is longer plan than 'H', and 'R' is longer plan than 'H', and 'S' is longer plan than 'H'. 'I' is worse plan than 'H', and 'K' is worse plan than 'H', and 'N' is worse plan than 'H', and 'R' is worse plan than 'H', and 'S' is worse plan than 'H'. 'I' is slower plan than 'H', and 'N' is slower plan than 'H', and 'R' is slower plan than 'H'. 
"
pair_58,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'I'. 'D' has expected makespan 'D makespan'; while 'I' has expected makespan 'I makespan'. 'D' has number of tasks 'D number of tasks'; while 'I' has number of tasks 'I number of tasks'. 'D' has cost 'D cost'; while 'I' has cost 'I cost'. 'D' is slower plan than 'N' and 'R'. 'D' is more expensive plan than 'N'. 'D' is worse plan than 'R'. 'D' is plan with same number of tasks as 'S'. 'I' is plan with same cost as 'N'. 'N' is slower plan than 'I', and 'R' is slower plan than 'I'. 'S' is longer plan than 'I'. 'S' is worse plan than 'I'. 
"
pair_59,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'J'. 'D' is slower plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'O' and 'R' and 'T'. 'D' is more expensive plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is shorter plan than 'C' and 'F' and 'G' and 'L' and 'N' and 'Q' and 'T'. 'D' is better plan than 'C' and 'G' and 'Q'; while 'J' is better plan than 'B'. 'D' has expected makespan 'D makespan'; while 'J' has expected makespan 'J makespan'. 'D' has number of tasks 'D number of tasks'; while 'J' has number of tasks 'J number of tasks'. 'D' has cost 'D cost'; while 'J' has cost 'J cost'. 'D' is plan with same number of tasks as 'S'. 'B' is slower plan than 'J', and 'H' is slower plan than 'J', and 'I' is slower plan than 'J', and 'L' is slower plan than 'J', and 'N' is slower plan than 'J', and 'O' is slower plan than 'J', and 'R' is slower plan than 'J', and 'T' is slower plan than 'J'. 'C' is shorter plan than 'J', and 'F' is shorter plan than 'J', and 'G' is shorter plan than 'J', and 'L' is shorter plan than 'J', and 'N' is shorter plan than 'J', and 'Q' is shorter plan than 'J', and 'S' is shorter plan than 'J', and 'T' is shorter plan than 'J'. 'B' is more expensive plan than 'J', and 'H' is more expensive plan than 'J', and 'I' is more expensive plan than 'J', and 'L' is more expensive plan than 'J', and 'N' is more expensive plan than 'J', and 'R' is more expensive plan than 'J', and 'T' is more expensive plan than 'J'. 'H' is better plan than 'D', and 'I' is better plan than 'D', and 'O' is better plan than 'D', and 'R' is better plan than 'D', and 'F' is better plan than 'J'. 
"
pair_60,"'D' is cheaper plan than and is longer plan than and is faster plan than 'K'. 'D' is worse plan than 'I' and 'P' and 'R'; while 'K' is worse plan than 'A'. 'D' is longer plan than 'I' and 'P' and 'R'. 'D' has expected makespan 'D makespan'; while 'K' has expected makespan 'K makespan'. 'D' has number of tasks 'D number of tasks'; while 'K' has number of tasks 'K number of tasks'. 'D' has cost 'D cost'; while 'K' has cost 'K cost'. 'D' is faster plan than 'A' and 'S'. 'D' is cheaper plan than 'S'. 'D' is plan with same number of tasks as 'S'. 'I' is longer plan than 'K', and 'P' is longer plan than 'K', and 'R' is longer plan than 'K', and 'S' is longer plan than 'K'. 'A' is faster plan than 'K', and 'S' is faster plan than 'K'. 'S' is cheaper plan than 'K'. 
"
pair_61,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'L'. 'D' is more expensive plan than 'B' and 'I' and 'N' and 'R' and 'T'. 'D' is slower plan than 'H' and 'I' and 'N' and 'R'. 'D' is worse plan than 'H' and 'I' and 'R'. 'D' has expected makespan 'D makespan'; while 'L' has expected makespan 'L makespan'. 'D' has number of tasks 'D number of tasks'; while 'L' has number of tasks 'L number of tasks'. 'D' has cost 'D cost'; while 'L' has cost 'L cost'. 'D' is plan with same number of tasks as 'S'. 'B' is more expensive plan than 'L', and 'I' is more expensive plan than 'L', and 'N' is more expensive plan than 'L', and 'R' is more expensive plan than 'L', and 'T' is more expensive plan than 'L'. 'H' is slower plan than 'L', and 'I' is slower plan than 'L', and 'N' is slower plan than 'L', and 'R' is slower plan than 'L'. 'N' is worse plan than 'L'. 'S' is shorter plan than 'L'. 
"
pair_62,"'D' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'M'. 'D' is shorter plan than 'B' and 'C' and 'F' and 'G' and 'J' and 'L' and 'N' and 'Q' and 'T'. 'D' is faster plan than 'A' and 'C' and 'G' and 'K' and 'Q' and 'S'. 'D' is cheaper plan than 'C' and 'G' and 'K' and 'Q' and 'S'. 'D' is better plan than 'C' and 'G' and 'Q'. 'D' has expected makespan 'D makespan'; while 'M' has expected makespan 'M makespan'. 'D' has number of tasks 'D number of tasks'; while 'M' has number of tasks 'M number of tasks'. 'D' has cost 'D cost'; while 'M' has cost 'M cost'. 'D' is plan with same number of tasks as 'S'. 'A' is better plan than 'M', and 'B' is better plan than 'M', and 'C' is better plan than 'M', and 'F' is better plan than 'M', and 'G' is better plan than 'M', and 'J' is better plan than 'M', and 'K' is better plan than 'M', and 'L' is better plan than 'M', and 'N' is better plan than 'M', and 'Q' is better plan than 'M', and 'S' is better plan than 'M', and 'T' is better plan than 'M'. 'B' is shorter plan than 'M', and 'C' is shorter plan than 'M', and 'F' is shorter plan than 'M', and 'G' is shorter plan than 'M', and 'J' is shorter plan than 'M', and 'L' is shorter plan than 'M', and 'N' is shorter plan than 'M', and 'Q' is shorter plan than 'M', and 'S' is shorter plan than 'M', and 'T' is shorter plan than 'M'. 'A' is faster plan than 'M', and 'C' is faster plan than 'M', and 'G' is faster plan than 'M', and 'K' is faster plan than 'M', and 'Q' is faster plan than 'M', and 'S' is faster plan than 'M'. 'C' is cheaper plan than 'M', and 'G' is cheaper plan than 'M', and 'K' is cheaper plan than 'M', and 'Q' is cheaper plan than 'M', and 'S' is cheaper plan than 'M'. 
"
pair_63,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'N'. 'D' is worse plan than 'I'; while 'N' is worse plan than 'F' and 'L'. 'D' has expected makespan 'D makespan'; while 'N' has expected makespan 'N makespan'. 'D' has number of tasks 'D number of tasks'; while 'N' has number of tasks 'N number of tasks'. 'D' has cost 'D cost'; while 'N' has cost 'N cost'. 'D' is shorter plan than 'F' and 'L'. 'D' is more expensive plan than 'I'. 'D' is plan with same number of tasks as 'S'. 'N' is plan with same cost as 'I'. 'F' is shorter plan than 'N', and 'L' is shorter plan than 'N', and 'S' is shorter plan than 'N'. 
"
pair_64,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'O'. 'D' is more expensive plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'P' and 'R' and 'T'. 'D' is longer plan than 'A' and 'E' and 'H' and 'I' and 'K' and 'P' and 'R'. 'D' is slower plan than 'B' and 'H' and 'I' and 'L' and 'N' and 'R' and 'T'. 'D' is worse plan than 'E' and 'H' and 'I' and 'P' and 'R'. 'D' has expected makespan 'D makespan'; while 'O' has expected makespan 'O makespan'. 'D' has number of tasks 'D number of tasks'; while 'O' has number of tasks 'O number of tasks'. 'D' has cost 'D cost'; while 'O' has cost 'O cost'. 'D' is plan with same number of tasks as 'S'. 'A' is more expensive plan than 'O', and 'B' is more expensive plan than 'O', and 'H' is more expensive plan than 'O', and 'I' is more expensive plan than 'O', and 'J' is more expensive plan than 'O', and 'L' is more expensive plan than 'O', and 'N' is more expensive plan than 'O', and 'P' is more expensive plan than 'O', and 'R' is more expensive plan than 'O', and 'T' is more expensive plan than 'O'. 'A' is worse plan than 'O', and 'B' is worse plan than 'O', and 'H' is worse plan than 'O', and 'I' is worse plan than 'O', and 'K' is worse plan than 'O', and 'L' is worse plan than 'O', and 'N' is worse plan than 'O', and 'R' is worse plan than 'O', and 'S' is worse plan than 'O', and 'T' is worse plan than 'O'. 'A' is longer plan than 'O', and 'E' is longer plan than 'O', and 'H' is longer plan than 'O', and 'I' is longer plan than 'O', and 'K' is longer plan than 'O', and 'P' is longer plan than 'O', and 'R' is longer plan than 'O', and 'S' is longer plan than 'O'. 'B' is slower plan than 'O', and 'H' is slower plan than 'O', and 'I' is slower plan than 'O', and 'L' is slower plan than 'O', and 'N' is slower plan than 'O', and 'R' is slower plan than 'O', and 'T' is slower plan than 'O'. 
"
pair_65,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'P'. 'D' is slower plan than 'B' and 'E' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'R' and 'T'. 'D' is more expensive plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'N' and 'R' and 'T'. 'D' is worse plan than 'E' and 'H' and 'I' and 'O' and 'R'. 'D' has expected makespan 'D makespan'; while 'P' has expected makespan 'P makespan'. 'D' has number of tasks 'D number of tasks'; while 'P' has number of tasks 'P number of tasks'. 'D' has cost 'D cost'; while 'P' has cost 'P cost'. 'D' is longer plan than 'I' and 'R'. 'D' is plan with same number of tasks as 'S'. 'B' is slower plan than 'P', and 'E' is slower plan than 'P', and 'H' is slower plan than 'P', and 'I' is slower plan than 'P', and 'J' is slower plan than 'P', and 'L' is slower plan than 'P', and 'N' is slower plan than 'P', and 'O' is slower plan than 'P', and 'R' is slower plan than 'P', and 'T' is slower plan than 'P'. 'A' is more expensive plan than 'P', and 'B' is more expensive plan than 'P', and 'H' is more expensive plan than 'P', and 'I' is more expensive plan than 'P', and 'J' is more expensive plan than 'P', and 'L' is more expensive plan than 'P', and 'N' is more expensive plan than 'P', and 'R' is more expensive plan than 'P', and 'T' is more expensive plan than 'P'. 'B' is worse plan than 'P', and 'I' is worse plan than 'P', and 'J' is worse plan than 'P', and 'L' is worse plan than 'P', and 'N' is worse plan than 'P', and 'R' is worse plan than 'P', and 'S' is worse plan than 'P', and 'T' is worse plan than 'P'. 'I' is longer plan than 'P', and 'R' is longer plan than 'P', and 'S' is longer plan than 'P'. 
"
pair_66,"'D' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'Q'. 'D' is shorter plan than 'C' and 'F' and 'G' and 'L' and 'N' and 'T'. 'D' is faster plan than 'A' and 'G' and 'K' and 'S'. 'D' is cheaper plan than 'G' and 'K' and 'S'. 'D' has expected makespan 'D makespan'; while 'Q' has expected makespan 'Q makespan'. 'D' has number of tasks 'D number of tasks'; while 'Q' has number of tasks 'Q number of tasks'. 'D' has cost 'D cost'; while 'Q' has cost 'Q cost'. 'D' is better plan than 'C' and 'G'. 'D' is plan with same number of tasks as 'S'. 'A' is better plan than 'Q', and 'F' is better plan than 'Q', and 'G' is better plan than 'Q', and 'K' is better plan than 'Q', and 'L' is better plan than 'Q', and 'N' is better plan than 'Q', and 'S' is better plan than 'Q', and 'T' is better plan than 'Q'. 'C' is shorter plan than 'Q', and 'F' is shorter plan than 'Q', and 'G' is shorter plan than 'Q', and 'L' is shorter plan than 'Q', and 'N' is shorter plan than 'Q', and 'S' is shorter plan than 'Q', and 'T' is shorter plan than 'Q'. 'A' is faster plan than 'Q', and 'G' is faster plan than 'Q', and 'K' is faster plan than 'Q', and 'S' is faster plan than 'Q'. 'G' is cheaper plan than 'Q', and 'K' is cheaper plan than 'Q', and 'S' is cheaper plan than 'Q'. 
"
pair_67,"'D' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'R'. 'D' is more expensive plan than 'B' and 'I' and 'N'. 'D' has expected makespan 'D makespan'; while 'R' has expected makespan 'R makespan'. 'D' has number of tasks 'D number of tasks'; while 'R' has number of tasks 'R number of tasks'. 'D' has cost 'D cost'; while 'R' has cost 'R cost'. 'D' is longer plan than 'I'. 'D' is worse plan than 'I'. 'D' is slower plan than 'N'. 'D' is plan with same number of tasks as 'S'. 'B' is more expensive plan than 'R', and 'I' is more expensive plan than 'R', and 'N' is more expensive plan than 'R'. 'I' is longer plan than 'R', and 'S' is longer plan than 'R'. 'N' is worse plan than 'R', and 'S' is worse plan than 'R'. 'N' is slower plan than 'R'. 
"
pair_68,"'D' is cheaper plan than and is plan with same number of tasks as and is faster plan than 'S'. 'D' has expected makespan 'D makespan'; while 'S' has expected makespan 'S makespan'. 'D' has number of tasks 'D number of tasks'; while 'S' has number of tasks 'S number of tasks'. 'D' has cost 'D cost'; while 'S' has cost 'S cost'. 'D' is faster plan than 'A'. 'S' is worse plan than 'A'. 'A' is faster plan than 'S'. 
"
pair_69,"'D' is more expensive plan than and is shorter plan than and is slower plan than 'T'. 'D' is shorter plan than 'C' and 'F' and 'G' and 'L' and 'N'. 'D' is slower plan than 'H' and 'I' and 'L' and 'N' and 'R'. 'D' is more expensive plan than 'B' and 'I' and 'N' and 'R'. 'D' has expected makespan 'D makespan'; while 'T' has expected makespan 'T makespan'. 'D' has number of tasks 'D number of tasks'; while 'T' has number of tasks 'T number of tasks'. 'D' has cost 'D cost'; while 'T' has cost 'T cost'. 'D' is better plan than 'C' and 'G'. 'D' is plan with same number of tasks as 'S'. 'C' is shorter plan than 'T', and 'F' is shorter plan than 'T', and 'G' is shorter plan than 'T', and 'L' is shorter plan than 'T', and 'N' is shorter plan than 'T', and 'S' is shorter plan than 'T'. 'H' is slower plan than 'T', and 'I' is slower plan than 'T', and 'L' is slower plan than 'T', and 'N' is slower plan than 'T', and 'R' is slower plan than 'T'. 'H' is better plan than 'D', and 'I' is better plan than 'D', and 'R' is better plan than 'D', and 'F' is better plan than 'T'. 'B' is more expensive plan than 'T', and 'I' is more expensive plan than 'T', and 'N' is more expensive plan than 'T', and 'R' is more expensive plan than 'T'. 
"
pair_70,"'E' is cheaper plan than and is shorter plan than and is slower plan than 'F'. 'E' is shorter plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'P' and 'R' and 'S'. 'E' is better plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'R' and 'S'. 'E' has expected makespan 'E makespan'; while 'F' has expected makespan 'F makespan'. 'E' has number of tasks 'E number of tasks'; while 'F' has number of tasks 'F number of tasks'. 'E' has cost 'E cost'; while 'F' has cost 'F cost'. 'E' is slower plan than 'P'. 'A' is shorter plan than 'F', and 'D' is shorter plan than 'F', and 'H' is shorter plan than 'F', and 'I' is shorter plan than 'F', and 'K' is shorter plan than 'F', and 'L' is shorter plan than 'F', and 'P' is shorter plan than 'F', and 'R' is shorter plan than 'F', and 'S' is shorter plan than 'F'. 'P' is slower plan than 'F'. 
"
pair_71,"'E' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'G'. 'E' is cheaper plan than 'A' and 'B' and 'D' and 'F' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'O' and 'P' and 'R' and 'S' and 'T'. 'E' is faster plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'O' and 'R' and 'S' and 'T'. 'E' is better plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'E' is shorter plan than 'A' and 'D' and 'F' and 'H' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'E' has expected makespan 'E makespan'; while 'G' has expected makespan 'G makespan'. 'E' has number of tasks 'E number of tasks'; while 'G' has number of tasks 'G number of tasks'. 'E' has cost 'E cost'; while 'G' has cost 'G cost'. 'A' is cheaper plan than 'G', and 'B' is cheaper plan than 'G', and 'D' is cheaper plan than 'G', and 'F' is cheaper plan than 'G', and 'H' is cheaper plan than 'G', and 'I' is cheaper plan than 'G', and 'J' is cheaper plan than 'G', and 'K' is cheaper plan than 'G', and 'L' is cheaper plan than 'G', and 'N' is cheaper plan than 'G', and 'O' is cheaper plan than 'G', and 'P' is cheaper plan than 'G', and 'R' is cheaper plan than 'G', and 'S' is cheaper plan than 'G', and 'T' is cheaper plan than 'G'. 'A' is faster plan than 'G', and 'B' is faster plan than 'G', and 'D' is faster plan than 'G', and 'H' is faster plan than 'G', and 'I' is faster plan than 'G', and 'J' is faster plan than 'G', and 'K' is faster plan than 'G', and 'L' is faster plan than 'G', and 'N' is faster plan than 'G', and 'O' is faster plan than 'G', and 'R' is faster plan than 'G', and 'S' is faster plan than 'G', and 'T' is faster plan than 'G'. 'A' is better plan than 'G', and 'D' is better plan than 'G', and 'F' is better plan than 'G', and 'H' is better plan than 'G', and 'I' is better plan than 'G', and 'K' is better plan than 'G', and 'L' is better plan than 'G', and 'N' is better plan than 'G', and 'O' is better plan than 'G', and 'P' is better plan than 'G', and 'R' is better plan than 'G', and 'S' is better plan than 'G'. 'A' is shorter plan than 'G', and 'D' is shorter plan than 'G', and 'F' is shorter plan than 'G', and 'H' is shorter plan than 'G', and 'I' is shorter plan than 'G', and 'K' is shorter plan than 'G', and 'L' is shorter plan than 'G', and 'N' is shorter plan than 'G', and 'P' is shorter plan than 'G', and 'R' is shorter plan than 'G', and 'S' is shorter plan than 'G'. 
"
pair_72,"'E' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'H'. 'E' is cheaper plan than 'A' and 'F' and 'J' and 'O' and 'P'. 'E' is better plan than 'A' and 'B' and 'J' and 'L' and 'T'. 'E' is faster plan than 'B' and 'J' and 'L' and 'O' and 'T'. 'E' has expected makespan 'E makespan'; while 'H' has expected makespan 'H makespan'. 'E' has number of tasks 'E number of tasks'; while 'H' has number of tasks 'H number of tasks'. 'E' has cost 'E cost'; while 'H' has cost 'H cost'. 'E' is shorter plan than 'A'. 'A' is cheaper plan than 'H', and 'F' is cheaper plan than 'H', and 'J' is cheaper plan than 'H', and 'O' is cheaper plan than 'H', and 'P' is cheaper plan than 'H'. 'B' is faster plan than 'H', and 'J' is faster plan than 'H', and 'L' is faster plan than 'H', and 'O' is faster plan than 'H', and 'T' is faster plan than 'H'. 'A' is shorter plan than 'H'. 'O' is better plan than 'H'. 
"
